sentid	pairid	comparison	sentence	ROI	verb	freq_bin	frequency	NP1	NP2	pronoun
1263	632	expected	David blamed Sarah because he	4	blamed	high	41	David	Sarah	he
1264	632	unexpected	Mary blamed Sarah because he	4	blamed	high	41	Mary	Sarah	he
1265	633	expected	Mary blamed John because she	4	blamed	high	41	Mary	John	she
1266	633	unexpected	David blamed John because she	4	blamed	high	41	David	John	she
1267	634	expected	Mary blamed David because she	4	blamed	high	41	Mary	David	she
1268	634	unexpected	John blamed David because she	4	blamed	high	41	John	David	she
1269	635	expected	Mary blamed Sarah because she	4	blamed	high	41	Mary	Sarah	she
1270	635	unexpected	John blamed Sarah because she	4	blamed	high	41	John	Sarah	she
1271	636	expected	Mary blamed Sarah because she	4	blamed	high	41	Mary	Sarah	she
1272	636	unexpected	David blamed Sarah because she	4	blamed	high	41	David	Sarah	she
1273	637	expected	Sarah blamed John because she	4	blamed	high	41	Sarah	John	she
1274	637	unexpected	David blamed John because she	4	blamed	high	41	David	John	she
1275	638	expected	Sarah blamed David because she	4	blamed	high	41	Sarah	David	she
1276	638	unexpected	John blamed David because she	4	blamed	high	41	John	David	she
1277	639	expected	Sarah blamed Mary because she	4	blamed	high	41	Sarah	Mary	she
1278	639	unexpected	John blamed Mary because she	4	blamed	high	41	John	Mary	she
1279	640	expected	Sarah blamed Mary because she	4	blamed	high	41	Sarah	Mary	she
1280	640	unexpected	David blamed Mary because she	4	blamed	high	41	David	Mary	she
1281	641	expected	John blessed David because he	4	blessed	high	47	John	David	he
1282	641	unexpected	Mary blessed David because he	4	blessed	high	47	Mary	David	he
1283	642	expected	John blessed David because he	4	blessed	high	47	John	David	he
1284	642	unexpected	Sarah blessed David because he	4	blessed	high	47	Sarah	David	he
1285	643	expected	John blessed Mary because he	4	blessed	high	47	John	Mary	he
1286	643	unexpected	Sarah blessed Mary because he	4	blessed	high	47	Sarah	Mary	he
1287	644	expected	John blessed Sarah because he	4	blessed	high	47	John	Sarah	he
1288	644	unexpected	Mary blessed Sarah because he	4	blessed	high	47	Mary	Sarah	he
1289	645	expected	David blessed John because he	4	blessed	high	47	David	John	he
1290	645	unexpected	Mary blessed John because he	4	blessed	high	47	Mary	John	he
1291	646	expected	David blessed John because he	4	blessed	high	47	David	John	he
1292	646	unexpected	Sarah blessed John because he	4	blessed	high	47	Sarah	John	he
1293	647	expected	David blessed Mary because he	4	blessed	high	47	David	Mary	he
1294	647	unexpected	Sarah blessed Mary because he	4	blessed	high	47	Sarah	Mary	he
1295	648	expected	David blessed Sarah because he	4	blessed	high	47	David	Sarah	he
1296	648	unexpected	Mary blessed Sarah because he	4	blessed	high	47	Mary	Sarah	he
1297	649	expected	Mary blessed John because she	4	blessed	high	47	Mary	John	she
1298	649	unexpected	David blessed John because she	4	blessed	high	47	David	John	she
1299	650	expected	Mary blessed David because she	4	blessed	high	47	Mary	David	she
1300	650	unexpected	John blessed David because she	4	blessed	high	47	John	David	she
1301	651	expected	Mary blessed Sarah because she	4	blessed	high	47	Mary	Sarah	she
1302	651	unexpected	John blessed Sarah because she	4	blessed	high	47	John	Sarah	she
1303	652	expected	Mary blessed Sarah because she	4	blessed	high	47	Mary	Sarah	she
1304	652	unexpected	David blessed Sarah because she	4	blessed	high	47	David	Sarah	she
1305	653	expected	Sarah blessed John because she	4	blessed	high	47	Sarah	John	she
1306	653	unexpected	David blessed John because she	4	blessed	high	47	David	John	she
1307	654	expected	Sarah blessed David because she	4	blessed	high	47	Sarah	David	she
1308	654	unexpected	John blessed David because she	4	blessed	high	47	John	David	she
1309	655	expected	Sarah blessed Mary because she	4	blessed	high	47	Sarah	Mary	she
1310	655	unexpected	John blessed Mary because she	4	blessed	high	47	John	Mary	she
1311	656	expected	Sarah blessed Mary because she	4	blessed	high	47	Sarah	Mary	she
1312	656	unexpected	David blessed Mary because she	4	blessed	high	47	David	Mary	she
1313	657	expected	John bored David because he	4	bored	low	19	John	David	he
1314	657	unexpected	Mary bored David because he	4	bored	low	19	Mary	David	he
1315	658	expected	John bored David because he	4	bored	low	19	John	David	he
1316	658	unexpected	Sarah bored David because he	4	bored	low	19	Sarah	David	he
1317	659	expected	John bored Mary because he	4	bored	low	19	John	Mary	he
1318	659	unexpected	Sarah bored Mary because he	4	bored	low	19	Sarah	Mary	he
1319	660	expected	John bored Sarah because he	4	bored	low	19	John	Sarah	he
1320	660	unexpected	Mary bored Sarah because he	4	bored	low	19	Mary	Sarah	he
1321	661	expected	David bored John because he	4	bored	low	19	David	John	he
1322	661	unexpected	Mary bored John because he	4	bored	low	19	Mary	John	he
1323	662	expected	David bored John because he	4	bored	low	19	David	John	he
1324	662	unexpected	Sarah bored John because he	4	bored	low	19	Sarah	John	he
1325	663	expected	David bored Mary because he	4	bored	low	19	David	Mary	he
1326	663	unexpected	Sarah bored Mary because he	4	bored	low	19	Sarah	Mary	he
1327	664	expected	David bored Sarah because he	4	bored	low	19	David	Sarah	he
1328	664	unexpected	Mary bored Sarah because he	4	bored	low	19	Mary	Sarah	he
1329	665	expected	Mary bored John because she	4	bored	low	19	Mary	John	she
1330	665	unexpected	David bored John because she	4	bored	low	19	David	John	she
1331	666	expected	Mary bored David because she	4	bored	low	19	Mary	David	she
1332	666	unexpected	John bored David because she	4	bored	low	19	John	David	she
1333	667	expected	Mary bored Sarah because she	4	bored	low	19	Mary	Sarah	she
1334	667	unexpected	John bored Sarah because she	4	bored	low	19	John	Sarah	she
1335	668	expected	Mary bored Sarah because she	4	bored	low	19	Mary	Sarah	she
1336	668	unexpected	David bored Sarah because she	4	bored	low	19	David	Sarah	she
1337	669	expected	Sarah bored John because she	4	bored	low	19	Sarah	John	she
1338	669	unexpected	David bored John because she	4	bored	low	19	David	John	she
1339	670	expected	Sarah bored David because she	4	bored	low	19	Sarah	David	she
1340	670	unexpected	John bored David because she	4	bored	low	19	John	David	she
1341	671	expected	Sarah bored Mary because she	4	bored	low	19	Sarah	Mary	she
1342	671	unexpected	John bored Mary because she	4	bored	low	19	John	Mary	she
1343	672	expected	Sarah bored Mary because she	4	bored	low	19	Sarah	Mary	she
1344	672	unexpected	David bored Mary because she	4	bored	low	19	David	Mary	she
1345	673	expected	John bothered David because he	4	bothered	high	71	John	David	he
1346	673	unexpected	Mary bothered David because he	4	bothered	high	71	Mary	David	he
1347	674	expected	John bothered David because he	4	bothered	high	71	John	David	he
1348	674	unexpected	Sarah bothered David because he	4	bothered	high	71	Sarah	David	he
1349	675	expected	John bothered Mary because he	4	bothered	high	71	John	Mary	he
1350	675	unexpected	Sarah bothered Mary because he	4	bothered	high	71	Sarah	Mary	he
1351	676	expected	John bothered Sarah because he	4	bothered	high	71	John	Sarah	he
1352	676	unexpected	Mary bothered Sarah because he	4	bothered	high	71	Mary	Sarah	he
1353	677	expected	David bothered John because he	4	bothered	high	71	David	John	he
1354	677	unexpected	Mary bothered John because he	4	bothered	high	71	Mary	John	he
1355	678	expected	David bothered John because he	4	bothered	high	71	David	John	he
1356	678	unexpected	Sarah bothered John because he	4	bothered	high	71	Sarah	John	he
1357	679	expected	David bothered Mary because he	4	bothered	high	71	David	Mary	he
1358	679	unexpected	Sarah bothered Mary because he	4	bothered	high	71	Sarah	Mary	he
1359	680	expected	David bothered Sarah because he	4	bothered	high	71	David	Sarah	he
1360	680	unexpected	Mary bothered Sarah because he	4	bothered	high	71	Mary	Sarah	he
1361	681	expected	Mary bothered John because she	4	bothered	high	71	Mary	John	she
1362	681	unexpected	David bothered John because she	4	bothered	high	71	David	John	she
1363	682	expected	Mary bothered David because she	4	bothered	high	71	Mary	David	she
1364	682	unexpected	John bothered David because she	4	bothered	high	71	John	David	she
1365	683	expected	Mary bothered Sarah because she	4	bothered	high	71	Mary	Sarah	she
1366	683	unexpected	John bothered Sarah because she	4	bothered	high	71	John	Sarah	she
1367	684	expected	Mary bothered Sarah because she	4	bothered	high	71	Mary	Sarah	she
1368	684	unexpected	David bothered Sarah because she	4	bothered	high	71	David	Sarah	she
1369	685	expected	Sarah bothered John because she	4	bothered	high	71	Sarah	John	she
1370	685	unexpected	David bothered John because she	4	bothered	high	71	David	John	she
1371	686	expected	Sarah bothered David because she	4	bothered	high	71	Sarah	David	she
1372	686	unexpected	John bothered David because she	4	bothered	high	71	John	David	she
1373	687	expected	Sarah bothered Mary because she	4	bothered	high	71	Sarah	Mary	she
1374	687	unexpected	John bothered Mary because she	4	bothered	high	71	John	Mary	she
1375	688	expected	Sarah bothered Mary because she	4	bothered	high	71	Sarah	Mary	she
1376	688	unexpected	David bothered Mary because she	4	bothered	high	71	David	Mary	she
1377	689	expected	John bugged David because he	4	bugged	low	4	John	David	he
1378	689	unexpected	Mary bugged David because he	4	bugged	low	4	Mary	David	he
1379	690	expected	John bugged David because he	4	bugged	low	4	John	David	he
1380	690	unexpected	Sarah bugged David because he	4	bugged	low	4	Sarah	David	he
1381	691	expected	John bugged Mary because he	4	bugged	low	4	John	Mary	he
1382	691	unexpected	Sarah bugged Mary because he	4	bugged	low	4	Sarah	Mary	he
1383	692	expected	John bugged Sarah because he	4	bugged	low	4	John	Sarah	he
1384	692	unexpected	Mary bugged Sarah because he	4	bugged	low	4	Mary	Sarah	he
1385	693	expected	David bugged John because he	4	bugged	low	4	David	John	he
1386	693	unexpected	Mary bugged John because he	4	bugged	low	4	Mary	John	he
1387	694	expected	David bugged John because he	4	bugged	low	4	David	John	he
1388	694	unexpected	Sarah bugged John because he	4	bugged	low	4	Sarah	John	he
1389	695	expected	David bugged Mary because he	4	bugged	low	4	David	Mary	he
1390	695	unexpected	Sarah bugged Mary because he	4	bugged	low	4	Sarah	Mary	he
1391	696	expected	David bugged Sarah because he	4	bugged	low	4	David	Sarah	he
1392	696	unexpected	Mary bugged Sarah because he	4	bugged	low	4	Mary	Sarah	he
1393	697	expected	Mary bugged John because she	4	bugged	low	4	Mary	John	she
1394	697	unexpected	David bugged John because she	4	bugged	low	4	David	John	she
1395	698	expected	Mary bugged David because she	4	bugged	low	4	Mary	David	she
1396	698	unexpected	John bugged David because she	4	bugged	low	4	John	David	she
1397	699	expected	Mary bugged Sarah because she	4	bugged	low	4	Mary	Sarah	she
1398	699	unexpected	John bugged Sarah because she	4	bugged	low	4	John	Sarah	she
1399	700	expected	Mary bugged Sarah because she	4	bugged	low	4	Mary	Sarah	she
1400	700	unexpected	David bugged Sarah because she	4	bugged	low	4	David	Sarah	she
1401	701	expected	Sarah bugged John because she	4	bugged	low	4	Sarah	John	she
1402	701	unexpected	David bugged John because she	4	bugged	low	4	David	John	she
1403	702	expected	Sarah bugged David because she	4	bugged	low	4	Sarah	David	she
1404	702	unexpected	John bugged David because she	4	bugged	low	4	John	David	she
1405	703	expected	Sarah bugged Mary because she	4	bugged	low	4	Sarah	Mary	she
1406	703	unexpected	John bugged Mary because she	4	bugged	low	4	John	Mary	she
1407	704	expected	Sarah bugged Mary because she	4	bugged	low	4	Sarah	Mary	she
1408	704	unexpected	David bugged Mary because she	4	bugged	low	4	David	Mary	she
1409	705	expected	John called David because he	4	called	low	15	John	David	he
1410	705	unexpected	Mary called David because he	4	called	low	15	Mary	David	he
1411	706	expected	John called David because he	4	called	low	15	John	David	he
1412	706	unexpected	Sarah called David because he	4	called	low	15	Sarah	David	he
1413	707	expected	John called Mary because he	4	called	low	15	John	Mary	he
1414	707	unexpected	Sarah called Mary because he	4	called	low	15	Sarah	Mary	he
1415	708	expected	John called Sarah because he	4	called	low	15	John	Sarah	he
1416	708	unexpected	Mary called Sarah because he	4	called	low	15	Mary	Sarah	he
1417	709	expected	David called John because he	4	called	low	15	David	John	he
1418	709	unexpected	Mary called John because he	4	called	low	15	Mary	John	he
1419	710	expected	David called John because he	4	called	low	15	David	John	he
1420	710	unexpected	Sarah called John because he	4	called	low	15	Sarah	John	he
1421	711	expected	David called Mary because he	4	called	low	15	David	Mary	he
1422	711	unexpected	Sarah called Mary because he	4	called	low	15	Sarah	Mary	he
1423	712	expected	David called Sarah because he	4	called	low	15	David	Sarah	he
1424	712	unexpected	Mary called Sarah because he	4	called	low	15	Mary	Sarah	he
1425	713	expected	Mary called John because she	4	called	low	15	Mary	John	she
1426	713	unexpected	David called John because she	4	called	low	15	David	John	she
1427	714	expected	Mary called David because she	4	called	low	15	Mary	David	she
1428	714	unexpected	John called David because she	4	called	low	15	John	David	she
1429	715	expected	Mary called Sarah because she	4	called	low	15	Mary	Sarah	she
1430	715	unexpected	John called Sarah because she	4	called	low	15	John	Sarah	she
1431	716	expected	Mary called Sarah because she	4	called	low	15	Mary	Sarah	she
1432	716	unexpected	David called Sarah because she	4	called	low	15	David	Sarah	she
1433	717	expected	Sarah called John because she	4	called	low	15	Sarah	John	she
1434	717	unexpected	David called John because she	4	called	low	15	David	John	she
1435	718	expected	Sarah called David because she	4	called	low	15	Sarah	David	she
1436	718	unexpected	John called David because she	4	called	low	15	John	David	she
1437	719	expected	Sarah called Mary because she	4	called	low	15	Sarah	Mary	she
1438	719	unexpected	John called Mary because she	4	called	low	15	John	Mary	she
1439	720	expected	Sarah called Mary because she	4	called	low	15	Sarah	Mary	she
1440	720	unexpected	David called Mary because she	4	called	low	15	David	Mary	she
1441	721	expected	John calmed David because he	4	calmed	high	153	John	David	he
1442	721	unexpected	Mary calmed David because he	4	calmed	high	153	Mary	David	he
1443	722	expected	John calmed David because he	4	calmed	high	153	John	David	he
1444	722	unexpected	Sarah calmed David because he	4	calmed	high	153	Sarah	David	he
1445	723	expected	John calmed Mary because he	4	calmed	high	153	John	Mary	he
1446	723	unexpected	Sarah calmed Mary because he	4	calmed	high	153	Sarah	Mary	he
1447	724	expected	John calmed Sarah because he	4	calmed	high	153	John	Sarah	he
1448	724	unexpected	Mary calmed Sarah because he	4	calmed	high	153	Mary	Sarah	he
1449	725	expected	David calmed John because he	4	calmed	high	153	David	John	he
1450	725	unexpected	Mary calmed John because he	4	calmed	high	153	Mary	John	he
1451	726	expected	David calmed John because he	4	calmed	high	153	David	John	he
1452	726	unexpected	Sarah calmed John because he	4	calmed	high	153	Sarah	John	he
1453	727	expected	David calmed Mary because he	4	calmed	high	153	David	Mary	he
1454	727	unexpected	Sarah calmed Mary because he	4	calmed	high	153	Sarah	Mary	he
1455	728	expected	David calmed Sarah because he	4	calmed	high	153	David	Sarah	he
1456	728	unexpected	Mary calmed Sarah because he	4	calmed	high	153	Mary	Sarah	he
1457	729	expected	Mary calmed John because she	4	calmed	high	153	Mary	John	she
1458	729	unexpected	David calmed John because she	4	calmed	high	153	David	John	she
1459	730	expected	Mary calmed David because she	4	calmed	high	153	Mary	David	she
1460	730	unexpected	John calmed David because she	4	calmed	high	153	John	David	she
1461	731	expected	Mary calmed Sarah because she	4	calmed	high	153	Mary	Sarah	she
1462	731	unexpected	John calmed Sarah because she	4	calmed	high	153	John	Sarah	she
1463	732	expected	Mary calmed Sarah because she	4	calmed	high	153	Mary	Sarah	she
1464	732	unexpected	David calmed Sarah because she	4	calmed	high	153	David	Sarah	she
1465	733	expected	Sarah calmed John because she	4	calmed	high	153	Sarah	John	she
1466	733	unexpected	David calmed John because she	4	calmed	high	153	David	John	she
1467	734	expected	Sarah calmed David because she	4	calmed	high	153	Sarah	David	she
1468	734	unexpected	John calmed David because she	4	calmed	high	153	John	David	she
1469	735	expected	Sarah calmed Mary because she	4	calmed	high	153	Sarah	Mary	she
1470	735	unexpected	John calmed Mary because she	4	calmed	high	153	John	Mary	she
1471	736	expected	Sarah calmed Mary because she	4	calmed	high	153	Sarah	Mary	she
1472	736	unexpected	David calmed Mary because she	4	calmed	high	153	David	Mary	she
1473	737	expected	John calmed down David because he	5	calmed down	low	0	John	David	he
1474	737	unexpected	Mary calmed down David because he	5	calmed down	low	0	Mary	David	he
1475	738	expected	John calmed down David because he	5	calmed down	low	0	John	David	he
1476	738	unexpected	Sarah calmed down David because he	5	calmed down	low	0	Sarah	David	he
1477	739	expected	John calmed down Mary because he	5	calmed down	low	0	John	Mary	he
1478	739	unexpected	Sarah calmed down Mary because he	5	calmed down	low	0	Sarah	Mary	he
1479	740	expected	John calmed down Sarah because he	5	calmed down	low	0	John	Sarah	he
1480	740	unexpected	Mary calmed down Sarah because he	5	calmed down	low	0	Mary	Sarah	he
1481	741	expected	David calmed down John because he	5	calmed down	low	0	David	John	he
1482	741	unexpected	Mary calmed down John because he	5	calmed down	low	0	Mary	John	he
1483	742	expected	David calmed down John because he	5	calmed down	low	0	David	John	he
1484	742	unexpected	Sarah calmed down John because he	5	calmed down	low	0	Sarah	John	he
1485	743	expected	David calmed down Mary because he	5	calmed down	low	0	David	Mary	he
1486	743	unexpected	Sarah calmed down Mary because he	5	calmed down	low	0	Sarah	Mary	he
1487	744	expected	David calmed down Sarah because he	5	calmed down	low	0	David	Sarah	he
1488	744	unexpected	Mary calmed down Sarah because he	5	calmed down	low	0	Mary	Sarah	he
1489	745	expected	Mary calmed down John because she	5	calmed down	low	0	Mary	John	she
1490	745	unexpected	David calmed down John because she	5	calmed down	low	0	David	John	she
1491	746	expected	Mary calmed down David because she	5	calmed down	low	0	Mary	David	she
1492	746	unexpected	John calmed down David because she	5	calmed down	low	0	John	David	she
1493	747	expected	Mary calmed down Sarah because she	5	calmed down	low	0	Mary	Sarah	she
1494	747	unexpected	John calmed down Sarah because she	5	calmed down	low	0	John	Sarah	she
1495	748	expected	Mary calmed down Sarah because she	5	calmed down	low	0	Mary	Sarah	she
1496	748	unexpected	David calmed down Sarah because she	5	calmed down	low	0	David	Sarah	she
1497	749	expected	Sarah calmed down John because she	5	calmed down	low	0	Sarah	John	she
1498	749	unexpected	David calmed down John because she	5	calmed down	low	0	David	John	she
1499	750	expected	Sarah calmed down David because she	5	calmed down	low	0	Sarah	David	she
1500	750	unexpected	John calmed down David because she	5	calmed down	low	0	John	David	she
1501	751	expected	Sarah calmed down Mary because she	5	calmed down	low	0	Sarah	Mary	she
1502	751	unexpected	John calmed down Mary because she	5	calmed down	low	0	John	Mary	she
1503	752	expected	Sarah calmed down Mary because she	5	calmed down	low	0	Sarah	Mary	she
1504	752	unexpected	David calmed down Mary because she	5	calmed down	low	0	David	Mary	she
1505	753	expected	John captivated David because he	4	captivated	high	46	John	David	he
1506	753	unexpected	Mary captivated David because he	4	captivated	high	46	Mary	David	he
1507	754	expected	John captivated David because he	4	captivated	high	46	John	David	he
1508	754	unexpected	Sarah captivated David because he	4	captivated	high	46	Sarah	David	he
1509	755	expected	John captivated Mary because he	4	captivated	high	46	John	Mary	he
1510	755	unexpected	Sarah captivated Mary because he	4	captivated	high	46	Sarah	Mary	he
1511	756	expected	John captivated Sarah because he	4	captivated	high	46	John	Sarah	he
1512	756	unexpected	Mary captivated Sarah because he	4	captivated	high	46	Mary	Sarah	he
1513	757	expected	David captivated John because he	4	captivated	high	46	David	John	he
1514	757	unexpected	Mary captivated John because he	4	captivated	high	46	Mary	John	he
1515	758	expected	David captivated John because he	4	captivated	high	46	David	John	he
1516	758	unexpected	Sarah captivated John because he	4	captivated	high	46	Sarah	John	he
1517	759	expected	David captivated Mary because he	4	captivated	high	46	David	Mary	he
1518	759	unexpected	Sarah captivated Mary because he	4	captivated	high	46	Sarah	Mary	he
1519	760	expected	David captivated Sarah because he	4	captivated	high	46	David	Sarah	he
1520	760	unexpected	Mary captivated Sarah because he	4	captivated	high	46	Mary	Sarah	he
1521	761	expected	Mary captivated John because she	4	captivated	high	46	Mary	John	she
1522	761	unexpected	David captivated John because she	4	captivated	high	46	David	John	she
1523	762	expected	Mary captivated David because she	4	captivated	high	46	Mary	David	she
1524	762	unexpected	John captivated David because she	4	captivated	high	46	John	David	she
1525	763	expected	Mary captivated Sarah because she	4	captivated	high	46	Mary	Sarah	she
1526	763	unexpected	John captivated Sarah because she	4	captivated	high	46	John	Sarah	she
1527	764	expected	Mary captivated Sarah because she	4	captivated	high	46	Mary	Sarah	she
1528	764	unexpected	David captivated Sarah because she	4	captivated	high	46	David	Sarah	she
1529	765	expected	Sarah captivated John because she	4	captivated	high	46	Sarah	John	she
1530	765	unexpected	David captivated John because she	4	captivated	high	46	David	John	she
1531	766	expected	Sarah captivated David because she	4	captivated	high	46	Sarah	David	she
1532	766	unexpected	John captivated David because she	4	captivated	high	46	John	David	she
1533	767	expected	Sarah captivated Mary because she	4	captivated	high	46	Sarah	Mary	she
1534	767	unexpected	John captivated Mary because she	4	captivated	high	46	John	Mary	she
1535	768	expected	Sarah captivated Mary because she	4	captivated	high	46	Sarah	Mary	she
1536	768	unexpected	David captivated Mary because she	4	captivated	high	46	David	Mary	she
1537	769	expected	John caressed David because he	4	caressed	low	5	John	David	he
1538	769	unexpected	Mary caressed David because he	4	caressed	low	5	Mary	David	he
1539	770	expected	John caressed David because he	4	caressed	low	5	John	David	he
1540	770	unexpected	Sarah caressed David because he	4	caressed	low	5	Sarah	David	he
1541	771	expected	John caressed Mary because he	4	caressed	low	5	John	Mary	he
1542	771	unexpected	Sarah caressed Mary because he	4	caressed	low	5	Sarah	Mary	he
1543	772	expected	John caressed Sarah because he	4	caressed	low	5	John	Sarah	he
1544	772	unexpected	Mary caressed Sarah because he	4	caressed	low	5	Mary	Sarah	he
1545	773	expected	David caressed John because he	4	caressed	low	5	David	John	he
1546	773	unexpected	Mary caressed John because he	4	caressed	low	5	Mary	John	he
1547	774	expected	David caressed John because he	4	caressed	low	5	David	John	he
1548	774	unexpected	Sarah caressed John because he	4	caressed	low	5	Sarah	John	he
1549	775	expected	David caressed Mary because he	4	caressed	low	5	David	Mary	he
1550	775	unexpected	Sarah caressed Mary because he	4	caressed	low	5	Sarah	Mary	he
1551	776	expected	David caressed Sarah because he	4	caressed	low	5	David	Sarah	he
1552	776	unexpected	Mary caressed Sarah because he	4	caressed	low	5	Mary	Sarah	he
1553	777	expected	Mary caressed John because she	4	caressed	low	5	Mary	John	she
1554	777	unexpected	David caressed John because she	4	caressed	low	5	David	John	she
1555	778	expected	Mary caressed David because she	4	caressed	low	5	Mary	David	she
1556	778	unexpected	John caressed David because she	4	caressed	low	5	John	David	she
1557	779	expected	Mary caressed Sarah because she	4	caressed	low	5	Mary	Sarah	she
1558	779	unexpected	John caressed Sarah because she	4	caressed	low	5	John	Sarah	she
1559	780	expected	Mary caressed Sarah because she	4	caressed	low	5	Mary	Sarah	she
1560	780	unexpected	David caressed Sarah because she	4	caressed	low	5	David	Sarah	she
1561	781	expected	Sarah caressed John because she	4	caressed	low	5	Sarah	John	she
1562	781	unexpected	David caressed John because she	4	caressed	low	5	David	John	she
1563	782	expected	Sarah caressed David because she	4	caressed	low	5	Sarah	David	she
1564	782	unexpected	John caressed David because she	4	caressed	low	5	John	David	she
1565	783	expected	Sarah caressed Mary because she	4	caressed	low	5	Sarah	Mary	she
1566	783	unexpected	John caressed Mary because she	4	caressed	low	5	John	Mary	she
1567	784	expected	Sarah caressed Mary because she	4	caressed	low	5	Sarah	Mary	she
1568	784	unexpected	David caressed Mary because she	4	caressed	low	5	David	Mary	she
1569	785	expected	John carried David because he	4	carried	low	0	John	David	he
1570	785	unexpected	Mary carried David because he	4	carried	low	0	Mary	David	he
1571	786	expected	John carried David because he	4	carried	low	0	John	David	he
1572	786	unexpected	Sarah carried David because he	4	carried	low	0	Sarah	David	he
1573	787	expected	John carried Mary because he	4	carried	low	0	John	Mary	he
1574	787	unexpected	Sarah carried Mary because he	4	carried	low	0	Sarah	Mary	he
1575	788	expected	John carried Sarah because he	4	carried	low	0	John	Sarah	he
1576	788	unexpected	Mary carried Sarah because he	4	carried	low	0	Mary	Sarah	he
1577	789	expected	David carried John because he	4	carried	low	0	David	John	he
1578	789	unexpected	Mary carried John because he	4	carried	low	0	Mary	John	he
1579	790	expected	David carried John because he	4	carried	low	0	David	John	he
1580	790	unexpected	Sarah carried John because he	4	carried	low	0	Sarah	John	he
1581	791	expected	David carried Mary because he	4	carried	low	0	David	Mary	he
1582	791	unexpected	Sarah carried Mary because he	4	carried	low	0	Sarah	Mary	he
1583	792	expected	David carried Sarah because he	4	carried	low	0	David	Sarah	he
1584	792	unexpected	Mary carried Sarah because he	4	carried	low	0	Mary	Sarah	he
1585	793	expected	Mary carried John because she	4	carried	low	0	Mary	John	she
1586	793	unexpected	David carried John because she	4	carried	low	0	David	John	she
1587	794	expected	Mary carried David because she	4	carried	low	0	Mary	David	she
1588	794	unexpected	John carried David because she	4	carried	low	0	John	David	she
1589	795	expected	Mary carried Sarah because she	4	carried	low	0	Mary	Sarah	she
1590	795	unexpected	John carried Sarah because she	4	carried	low	0	John	Sarah	she
1591	796	expected	Mary carried Sarah because she	4	carried	low	0	Mary	Sarah	she
1592	796	unexpected	David carried Sarah because she	4	carried	low	0	David	Sarah	she
1593	797	expected	Sarah carried John because she	4	carried	low	0	Sarah	John	she
1594	797	unexpected	David carried John because she	4	carried	low	0	David	John	she
1595	798	expected	Sarah carried David because she	4	carried	low	0	Sarah	David	she
1596	798	unexpected	John carried David because she	4	carried	low	0	John	David	she
1597	799	expected	Sarah carried Mary because she	4	carried	low	0	Sarah	Mary	she
1598	799	unexpected	John carried Mary because she	4	carried	low	0	John	Mary	she
1599	800	expected	Sarah carried Mary because she	4	carried	low	0	Sarah	Mary	she
1600	800	unexpected	David carried Mary because she	4	carried	low	0	David	Mary	she
1601	801	expected	John castigated David because he	4	castigated	low	1	John	David	he
1602	801	unexpected	Mary castigated David because he	4	castigated	low	1	Mary	David	he
1603	802	expected	John castigated David because he	4	castigated	low	1	John	David	he
1604	802	unexpected	Sarah castigated David because he	4	castigated	low	1	Sarah	David	he
1605	803	expected	John castigated Mary because he	4	castigated	low	1	John	Mary	he
1606	803	unexpected	Sarah castigated Mary because he	4	castigated	low	1	Sarah	Mary	he
1607	804	expected	John castigated Sarah because he	4	castigated	low	1	John	Sarah	he
1608	804	unexpected	Mary castigated Sarah because he	4	castigated	low	1	Mary	Sarah	he
1609	805	expected	David castigated John because he	4	castigated	low	1	David	John	he
1610	805	unexpected	Mary castigated John because he	4	castigated	low	1	Mary	John	he
1611	806	expected	David castigated John because he	4	castigated	low	1	David	John	he
1612	806	unexpected	Sarah castigated John because he	4	castigated	low	1	Sarah	John	he
1613	807	expected	David castigated Mary because he	4	castigated	low	1	David	Mary	he
1614	807	unexpected	Sarah castigated Mary because he	4	castigated	low	1	Sarah	Mary	he
1615	808	expected	David castigated Sarah because he	4	castigated	low	1	David	Sarah	he
1616	808	unexpected	Mary castigated Sarah because he	4	castigated	low	1	Mary	Sarah	he
1617	809	expected	Mary castigated John because she	4	castigated	low	1	Mary	John	she
1618	809	unexpected	David castigated John because she	4	castigated	low	1	David	John	she
1619	810	expected	Mary castigated David because she	4	castigated	low	1	Mary	David	she
1620	810	unexpected	John castigated David because she	4	castigated	low	1	John	David	she
1621	811	expected	Mary castigated Sarah because she	4	castigated	low	1	Mary	Sarah	she
1622	811	unexpected	John castigated Sarah because she	4	castigated	low	1	John	Sarah	she
1623	812	expected	Mary castigated Sarah because she	4	castigated	low	1	Mary	Sarah	she
1624	812	unexpected	David castigated Sarah because she	4	castigated	low	1	David	Sarah	she
1625	813	expected	Sarah castigated John because she	4	castigated	low	1	Sarah	John	she
1626	813	unexpected	David castigated John because she	4	castigated	low	1	David	John	she
1627	814	expected	Sarah castigated David because she	4	castigated	low	1	Sarah	David	she
1628	814	unexpected	John castigated David because she	4	castigated	low	1	John	David	she
1629	815	expected	Sarah castigated Mary because she	4	castigated	low	1	Sarah	Mary	she
1630	815	unexpected	John castigated Mary because she	4	castigated	low	1	John	Mary	she
1631	816	expected	Sarah castigated Mary because she	4	castigated	low	1	Sarah	Mary	she
1632	816	unexpected	David castigated Mary because she	4	castigated	low	1	David	Mary	she
1633	817	expected	John caught David because he	4	caught	high	124	John	David	he
1634	817	unexpected	Mary caught David because he	4	caught	high	124	Mary	David	he
