sentid	pairid	comparison	sentence	ROI	verb	freq_bin	frequency	NP1	NP2	pronoun
1273	637	expected	Mary corrupted Sarah because she	4	corrupted	low	21	Mary	Sarah	she
1274	637	unexpected	John corrupted Sarah because she	4	corrupted	low	21	Mary	John	she
1275	638	expected	Mary corrupted Sarah because she	4	corrupted	low	21	Mary	Sarah	she
1276	638	unexpected	David corrupted Sarah because she	4	corrupted	low	21	Mary	David	she
1277	639	expected	Sarah corrupted Mary because she	4	corrupted	low	21	Sarah	Mary	she
1278	639	unexpected	John corrupted Mary because she	4	corrupted	low	21	Sarah	John	she
1279	640	expected	Sarah corrupted Mary because she	4	corrupted	low	21	Sarah	Mary	she
1280	640	unexpected	David corrupted Mary because she	4	corrupted	low	21	Sarah	David	she
1281	641	expected	John counseled David because he	4	counseled	high	184	John	David	he
1282	641	unexpected	Mary counseled David because he	4	counseled	high	184	John	Mary	he
1283	642	expected	John counseled David because he	4	counseled	high	184	John	David	he
1284	642	unexpected	Sarah counseled David because he	4	counseled	high	184	John	Sarah	he
1285	643	expected	David counseled John because he	4	counseled	high	184	David	John	he
1286	643	unexpected	Mary counseled John because he	4	counseled	high	184	David	Mary	he
1287	644	expected	David counseled John because he	4	counseled	high	184	David	John	he
1288	644	unexpected	Sarah counseled John because he	4	counseled	high	184	David	Sarah	he
1289	645	expected	Mary counseled Sarah because she	4	counseled	high	184	Mary	Sarah	she
1290	645	unexpected	John counseled Sarah because she	4	counseled	high	184	Mary	John	she
1291	646	expected	Mary counseled Sarah because she	4	counseled	high	184	Mary	Sarah	she
1292	646	unexpected	David counseled Sarah because she	4	counseled	high	184	Mary	David	she
1293	647	expected	Sarah counseled Mary because she	4	counseled	high	184	Sarah	Mary	she
1294	647	unexpected	John counseled Mary because she	4	counseled	high	184	Sarah	John	she
1295	648	expected	Sarah counseled Mary because she	4	counseled	high	184	Sarah	Mary	she
1296	648	unexpected	David counseled Mary because she	4	counseled	high	184	Sarah	David	she
1297	649	expected	John courted David because he	4	courted	low	5	John	David	he
1298	649	unexpected	Mary courted David because he	4	courted	low	5	John	Mary	he
1299	650	expected	John courted David because he	4	courted	low	5	John	David	he
1300	650	unexpected	Sarah courted David because he	4	courted	low	5	John	Sarah	he
1301	651	expected	David courted John because he	4	courted	low	5	David	John	he
1302	651	unexpected	Mary courted John because he	4	courted	low	5	David	Mary	he
1303	652	expected	David courted John because he	4	courted	low	5	David	John	he
1304	652	unexpected	Sarah courted John because he	4	courted	low	5	David	Sarah	he
1305	653	expected	Mary courted Sarah because she	4	courted	low	5	Mary	Sarah	she
1306	653	unexpected	John courted Sarah because she	4	courted	low	5	Mary	John	she
1307	654	expected	Mary courted Sarah because she	4	courted	low	5	Mary	Sarah	she
1308	654	unexpected	David courted Sarah because she	4	courted	low	5	Mary	David	she
1309	655	expected	Sarah courted Mary because she	4	courted	low	5	Sarah	Mary	she
1310	655	unexpected	John courted Mary because she	4	courted	low	5	Sarah	John	she
1311	656	expected	Sarah courted Mary because she	4	courted	low	5	Sarah	Mary	she
1312	656	unexpected	David courted Mary because she	4	courted	low	5	Sarah	David	she
1313	657	expected	John criticized David because he	4	criticized	high	36	John	David	he
1314	657	unexpected	Mary criticized David because he	4	criticized	high	36	John	Mary	he
1315	658	expected	John criticized David because he	4	criticized	high	36	John	David	he
1316	658	unexpected	Sarah criticized David because he	4	criticized	high	36	John	Sarah	he
1317	659	expected	David criticized John because he	4	criticized	high	36	David	John	he
1318	659	unexpected	Mary criticized John because he	4	criticized	high	36	David	Mary	he
1319	660	expected	David criticized John because he	4	criticized	high	36	David	John	he
1320	660	unexpected	Sarah criticized John because he	4	criticized	high	36	David	Sarah	he
1321	661	expected	Mary criticized Sarah because she	4	criticized	high	36	Mary	Sarah	she
1322	661	unexpected	John criticized Sarah because she	4	criticized	high	36	Mary	John	she
1323	662	expected	Mary criticized Sarah because she	4	criticized	high	36	Mary	Sarah	she
1324	662	unexpected	David criticized Sarah because she	4	criticized	high	36	Mary	David	she
1325	663	expected	Sarah criticized Mary because she	4	criticized	high	36	Sarah	Mary	she
1326	663	unexpected	John criticized Mary because she	4	criticized	high	36	Sarah	John	she
1327	664	expected	Sarah criticized Mary because she	4	criticized	high	36	Sarah	Mary	she
1328	664	unexpected	David criticized Mary because she	4	criticized	high	36	Sarah	David	she
1329	665	expected	John cuddled David because he	4	cuddled	low	5	John	David	he
1330	665	unexpected	Mary cuddled David because he	4	cuddled	low	5	John	Mary	he
1331	666	expected	John cuddled David because he	4	cuddled	low	5	John	David	he
1332	666	unexpected	Sarah cuddled David because he	4	cuddled	low	5	John	Sarah	he
1333	667	expected	David cuddled John because he	4	cuddled	low	5	David	John	he
1334	667	unexpected	Mary cuddled John because he	4	cuddled	low	5	David	Mary	he
1335	668	expected	David cuddled John because he	4	cuddled	low	5	David	John	he
1336	668	unexpected	Sarah cuddled John because he	4	cuddled	low	5	David	Sarah	he
1337	669	expected	Mary cuddled Sarah because she	4	cuddled	low	5	Mary	Sarah	she
1338	669	unexpected	John cuddled Sarah because she	4	cuddled	low	5	Mary	John	she
1339	670	expected	Mary cuddled Sarah because she	4	cuddled	low	5	Mary	Sarah	she
1340	670	unexpected	David cuddled Sarah because she	4	cuddled	low	5	Mary	David	she
1341	671	expected	Sarah cuddled Mary because she	4	cuddled	low	5	Sarah	Mary	she
1342	671	unexpected	John cuddled Mary because she	4	cuddled	low	5	Sarah	John	she
1343	672	expected	Sarah cuddled Mary because she	4	cuddled	low	5	Sarah	Mary	she
1344	672	unexpected	David cuddled Mary because she	4	cuddled	low	5	Sarah	David	she
1345	673	expected	John dated David because he	4	dated	low	0	John	David	he
1346	673	unexpected	Mary dated David because he	4	dated	low	0	John	Mary	he
1347	674	expected	John dated David because he	4	dated	low	0	John	David	he
1348	674	unexpected	Sarah dated David because he	4	dated	low	0	John	Sarah	he
1349	675	expected	David dated John because he	4	dated	low	0	David	John	he
1350	675	unexpected	Mary dated John because he	4	dated	low	0	David	Mary	he
1351	676	expected	David dated John because he	4	dated	low	0	David	John	he
1352	676	unexpected	Sarah dated John because he	4	dated	low	0	David	Sarah	he
1353	677	expected	Mary dated Sarah because she	4	dated	low	0	Mary	Sarah	she
1354	677	unexpected	John dated Sarah because she	4	dated	low	0	Mary	John	she
1355	678	expected	Mary dated Sarah because she	4	dated	low	0	Mary	Sarah	she
1356	678	unexpected	David dated Sarah because she	4	dated	low	0	Mary	David	she
1357	679	expected	Sarah dated Mary because she	4	dated	low	0	Sarah	Mary	she
1358	679	unexpected	John dated Mary because she	4	dated	low	0	Sarah	John	she
1359	680	expected	Sarah dated Mary because she	4	dated	low	0	Sarah	Mary	she
1360	680	unexpected	David dated Mary because she	4	dated	low	0	Sarah	David	she
1361	681	expected	John daunted David because he	4	daunted	low	14	John	David	he
1362	681	unexpected	Mary daunted David because he	4	daunted	low	14	John	Mary	he
1363	682	expected	John daunted David because he	4	daunted	low	14	John	David	he
1364	682	unexpected	Sarah daunted David because he	4	daunted	low	14	John	Sarah	he
1365	683	expected	David daunted John because he	4	daunted	low	14	David	John	he
1366	683	unexpected	Mary daunted John because he	4	daunted	low	14	David	Mary	he
1367	684	expected	David daunted John because he	4	daunted	low	14	David	John	he
1368	684	unexpected	Sarah daunted John because he	4	daunted	low	14	David	Sarah	he
1369	685	expected	Mary daunted Sarah because she	4	daunted	low	14	Mary	Sarah	she
1370	685	unexpected	John daunted Sarah because she	4	daunted	low	14	Mary	John	she
1371	686	expected	Mary daunted Sarah because she	4	daunted	low	14	Mary	Sarah	she
1372	686	unexpected	David daunted Sarah because she	4	daunted	low	14	Mary	David	she
1373	687	expected	Sarah daunted Mary because she	4	daunted	low	14	Sarah	Mary	she
1374	687	unexpected	John daunted Mary because she	4	daunted	low	14	Sarah	John	she
1375	688	expected	Sarah daunted Mary because she	4	daunted	low	14	Sarah	Mary	she
1376	688	unexpected	David daunted Mary because she	4	daunted	low	14	Sarah	David	she
1377	689	expected	John debated with David because he	5	debated with	low	18	John	David	he
1378	689	unexpected	Mary debated with David because he	5	debated with	low	18	John	Mary	he
1379	690	expected	John debated with David because he	5	debated with	low	18	John	David	he
1380	690	unexpected	Sarah debated with David because he	5	debated with	low	18	John	Sarah	he
1381	691	expected	David debated with John because he	5	debated with	low	18	David	John	he
1382	691	unexpected	Mary debated with John because he	5	debated with	low	18	David	Mary	he
1383	692	expected	David debated with John because he	5	debated with	low	18	David	John	he
1384	692	unexpected	Sarah debated with John because he	5	debated with	low	18	David	Sarah	he
1385	693	expected	Mary debated with Sarah because she	5	debated with	low	18	Mary	Sarah	she
1386	693	unexpected	John debated with Sarah because she	5	debated with	low	18	Mary	John	she
1387	694	expected	Mary debated with Sarah because she	5	debated with	low	18	Mary	Sarah	she
1388	694	unexpected	David debated with Sarah because she	5	debated with	low	18	Mary	David	she
1389	695	expected	Sarah debated with Mary because she	5	debated with	low	18	Sarah	Mary	she
1390	695	unexpected	John debated with Mary because she	5	debated with	low	18	Sarah	John	she
1391	696	expected	Sarah debated with Mary because she	5	debated with	low	18	Sarah	Mary	she
1392	696	unexpected	David debated with Mary because she	5	debated with	low	18	Sarah	David	she
1393	697	expected	John deceived David because he	4	deceived	low	0	John	David	he
1394	697	unexpected	Mary deceived David because he	4	deceived	low	0	John	Mary	he
1395	698	expected	John deceived David because he	4	deceived	low	0	John	David	he
1396	698	unexpected	Sarah deceived David because he	4	deceived	low	0	John	Sarah	he
1397	699	expected	David deceived John because he	4	deceived	low	0	David	John	he
1398	699	unexpected	Mary deceived John because he	4	deceived	low	0	David	Mary	he
1399	700	expected	David deceived John because he	4	deceived	low	0	David	John	he
1400	700	unexpected	Sarah deceived John because he	4	deceived	low	0	David	Sarah	he
1401	701	expected	Mary deceived Sarah because she	4	deceived	low	0	Mary	Sarah	she
1402	701	unexpected	John deceived Sarah because she	4	deceived	low	0	Mary	John	she
1403	702	expected	Mary deceived Sarah because she	4	deceived	low	0	Mary	Sarah	she
1404	702	unexpected	David deceived Sarah because she	4	deceived	low	0	Mary	David	she
1405	703	expected	Sarah deceived Mary because she	4	deceived	low	0	Sarah	Mary	she
1406	703	unexpected	John deceived Mary because she	4	deceived	low	0	Sarah	John	she
1407	704	expected	Sarah deceived Mary because she	4	deceived	low	0	Sarah	Mary	she
1408	704	unexpected	David deceived Mary because she	4	deceived	low	0	Sarah	David	she
1409	705	expected	John decried David because he	4	decried	low	0	John	David	he
1410	705	unexpected	Mary decried David because he	4	decried	low	0	John	Mary	he
1411	706	expected	John decried David because he	4	decried	low	0	John	David	he
1412	706	unexpected	Sarah decried David because he	4	decried	low	0	John	Sarah	he
1413	707	expected	David decried John because he	4	decried	low	0	David	John	he
1414	707	unexpected	Mary decried John because he	4	decried	low	0	David	Mary	he
1415	708	expected	David decried John because he	4	decried	low	0	David	John	he
1416	708	unexpected	Sarah decried John because he	4	decried	low	0	David	Sarah	he
1417	709	expected	Mary decried Sarah because she	4	decried	low	0	Mary	Sarah	she
1418	709	unexpected	John decried Sarah because she	4	decried	low	0	Mary	John	she
1419	710	expected	Mary decried Sarah because she	4	decried	low	0	Mary	Sarah	she
1420	710	unexpected	David decried Sarah because she	4	decried	low	0	Mary	David	she
1421	711	expected	Sarah decried Mary because she	4	decried	low	0	Sarah	Mary	she
1422	711	unexpected	John decried Mary because she	4	decried	low	0	Sarah	John	she
1423	712	expected	Sarah decried Mary because she	4	decried	low	0	Sarah	Mary	she
1424	712	unexpected	David decried Mary because she	4	decried	low	0	Sarah	David	she
1425	713	expected	John defamed David because he	4	defamed	low	1	John	David	he
1426	713	unexpected	Mary defamed David because he	4	defamed	low	1	John	Mary	he
1427	714	expected	John defamed David because he	4	defamed	low	1	John	David	he
1428	714	unexpected	Sarah defamed David because he	4	defamed	low	1	John	Sarah	he
1429	715	expected	David defamed John because he	4	defamed	low	1	David	John	he
1430	715	unexpected	Mary defamed John because he	4	defamed	low	1	David	Mary	he
1431	716	expected	David defamed John because he	4	defamed	low	1	David	John	he
1432	716	unexpected	Sarah defamed John because he	4	defamed	low	1	David	Sarah	he
1433	717	expected	Mary defamed Sarah because she	4	defamed	low	1	Mary	Sarah	she
1434	717	unexpected	John defamed Sarah because she	4	defamed	low	1	Mary	John	she
1435	718	expected	Mary defamed Sarah because she	4	defamed	low	1	Mary	Sarah	she
1436	718	unexpected	David defamed Sarah because she	4	defamed	low	1	Mary	David	she
1437	719	expected	Sarah defamed Mary because she	4	defamed	low	1	Sarah	Mary	she
1438	719	unexpected	John defamed Mary because she	4	defamed	low	1	Sarah	John	she
1439	720	expected	Sarah defamed Mary because she	4	defamed	low	1	Sarah	Mary	she
1440	720	unexpected	David defamed Mary because she	4	defamed	low	1	Sarah	David	she
1441	721	expected	John defied David because he	4	defied	low	8	John	David	he
1442	721	unexpected	Mary defied David because he	4	defied	low	8	John	Mary	he
1443	722	expected	John defied David because he	4	defied	low	8	John	David	he
1444	722	unexpected	Sarah defied David because he	4	defied	low	8	John	Sarah	he
1445	723	expected	David defied John because he	4	defied	low	8	David	John	he
1446	723	unexpected	Mary defied John because he	4	defied	low	8	David	Mary	he
1447	724	expected	David defied John because he	4	defied	low	8	David	John	he
1448	724	unexpected	Sarah defied John because he	4	defied	low	8	David	Sarah	he
1449	725	expected	Mary defied Sarah because she	4	defied	low	8	Mary	Sarah	she
1450	725	unexpected	John defied Sarah because she	4	defied	low	8	Mary	John	she
1451	726	expected	Mary defied Sarah because she	4	defied	low	8	Mary	Sarah	she
1452	726	unexpected	David defied Sarah because she	4	defied	low	8	Mary	David	she
1453	727	expected	Sarah defied Mary because she	4	defied	low	8	Sarah	Mary	she
1454	727	unexpected	John defied Mary because she	4	defied	low	8	Sarah	John	she
1455	728	expected	Sarah defied Mary because she	4	defied	low	8	Sarah	Mary	she
1456	728	unexpected	David defied Mary because she	4	defied	low	8	Sarah	David	she
1457	729	expected	John delighted David because he	4	delighted	high	57	John	David	he
1458	729	unexpected	Mary delighted David because he	4	delighted	high	57	John	Mary	he
1459	730	expected	John delighted David because he	4	delighted	high	57	John	David	he
1460	730	unexpected	Sarah delighted David because he	4	delighted	high	57	John	Sarah	he
1461	731	expected	David delighted John because he	4	delighted	high	57	David	John	he
1462	731	unexpected	Mary delighted John because he	4	delighted	high	57	David	Mary	he
1463	732	expected	David delighted John because he	4	delighted	high	57	David	John	he
1464	732	unexpected	Sarah delighted John because he	4	delighted	high	57	David	Sarah	he
1465	733	expected	Mary delighted Sarah because she	4	delighted	high	57	Mary	Sarah	she
1466	733	unexpected	John delighted Sarah because she	4	delighted	high	57	Mary	John	she
1467	734	expected	Mary delighted Sarah because she	4	delighted	high	57	Mary	Sarah	she
1468	734	unexpected	David delighted Sarah because she	4	delighted	high	57	Mary	David	she
1469	735	expected	Sarah delighted Mary because she	4	delighted	high	57	Sarah	Mary	she
1470	735	unexpected	John delighted Mary because she	4	delighted	high	57	Sarah	John	she
1471	736	expected	Sarah delighted Mary because she	4	delighted	high	57	Sarah	Mary	she
1472	736	unexpected	David delighted Mary because she	4	delighted	high	57	Sarah	David	she
1473	737	expected	John denigrated David because he	4	denigrated	low	0	John	David	he
1474	737	unexpected	Mary denigrated David because he	4	denigrated	low	0	John	Mary	he
1475	738	expected	John denigrated David because he	4	denigrated	low	0	John	David	he
1476	738	unexpected	Sarah denigrated David because he	4	denigrated	low	0	John	Sarah	he
1477	739	expected	David denigrated John because he	4	denigrated	low	0	David	John	he
1478	739	unexpected	Mary denigrated John because he	4	denigrated	low	0	David	Mary	he
1479	740	expected	David denigrated John because he	4	denigrated	low	0	David	John	he
1480	740	unexpected	Sarah denigrated John because he	4	denigrated	low	0	David	Sarah	he
1481	741	expected	Mary denigrated Sarah because she	4	denigrated	low	0	Mary	Sarah	she
1482	741	unexpected	John denigrated Sarah because she	4	denigrated	low	0	Mary	John	she
1483	742	expected	Mary denigrated Sarah because she	4	denigrated	low	0	Mary	Sarah	she
1484	742	unexpected	David denigrated Sarah because she	4	denigrated	low	0	Mary	David	she
1485	743	expected	Sarah denigrated Mary because she	4	denigrated	low	0	Sarah	Mary	she
1486	743	unexpected	John denigrated Mary because she	4	denigrated	low	0	Sarah	John	she
1487	744	expected	Sarah denigrated Mary because she	4	denigrated	low	0	Sarah	Mary	she
1488	744	unexpected	David denigrated Mary because she	4	denigrated	low	0	Sarah	David	she
1489	745	expected	John denounced David because he	4	denounced	low	10	John	David	he
1490	745	unexpected	Mary denounced David because he	4	denounced	low	10	John	Mary	he
1491	746	expected	John denounced David because he	4	denounced	low	10	John	David	he
1492	746	unexpected	Sarah denounced David because he	4	denounced	low	10	John	Sarah	he
1493	747	expected	David denounced John because he	4	denounced	low	10	David	John	he
1494	747	unexpected	Mary denounced John because he	4	denounced	low	10	David	Mary	he
1495	748	expected	David denounced John because he	4	denounced	low	10	David	John	he
1496	748	unexpected	Sarah denounced John because he	4	denounced	low	10	David	Sarah	he
1497	749	expected	Mary denounced Sarah because she	4	denounced	low	10	Mary	Sarah	she
1498	749	unexpected	John denounced Sarah because she	4	denounced	low	10	Mary	John	she
1499	750	expected	Mary denounced Sarah because she	4	denounced	low	10	Mary	Sarah	she
1500	750	unexpected	David denounced Sarah because she	4	denounced	low	10	Mary	David	she
1501	751	expected	Sarah denounced Mary because she	4	denounced	low	10	Sarah	Mary	she
1502	751	unexpected	John denounced Mary because she	4	denounced	low	10	Sarah	John	she
1503	752	expected	Sarah denounced Mary because she	4	denounced	low	10	Sarah	Mary	she
1504	752	unexpected	David denounced Mary because she	4	denounced	low	10	Sarah	David	she
1505	753	expected	John deplored David because he	4	deplored	low	10	John	David	he
1506	753	unexpected	Mary deplored David because he	4	deplored	low	10	John	Mary	he
1507	754	expected	John deplored David because he	4	deplored	low	10	John	David	he
1508	754	unexpected	Sarah deplored David because he	4	deplored	low	10	John	Sarah	he
1509	755	expected	David deplored John because he	4	deplored	low	10	David	John	he
1510	755	unexpected	Mary deplored John because he	4	deplored	low	10	David	Mary	he
1511	756	expected	David deplored John because he	4	deplored	low	10	David	John	he
1512	756	unexpected	Sarah deplored John because he	4	deplored	low	10	David	Sarah	he
1513	757	expected	Mary deplored Sarah because she	4	deplored	low	10	Mary	Sarah	she
1514	757	unexpected	John deplored Sarah because she	4	deplored	low	10	Mary	John	she
1515	758	expected	Mary deplored Sarah because she	4	deplored	low	10	Mary	Sarah	she
1516	758	unexpected	David deplored Sarah because she	4	deplored	low	10	Mary	David	she
1517	759	expected	Sarah deplored Mary because she	4	deplored	low	10	Sarah	Mary	she
1518	759	unexpected	John deplored Mary because she	4	deplored	low	10	Sarah	John	she
1519	760	expected	Sarah deplored Mary because she	4	deplored	low	10	Sarah	Mary	she
1520	760	unexpected	David deplored Mary because she	4	deplored	low	10	Sarah	David	she
1521	761	expected	John deprecated David because he	4	deprecated	low	0	John	David	he
1522	761	unexpected	Mary deprecated David because he	4	deprecated	low	0	John	Mary	he
1523	762	expected	John deprecated David because he	4	deprecated	low	0	John	David	he
1524	762	unexpected	Sarah deprecated David because he	4	deprecated	low	0	John	Sarah	he
1525	763	expected	David deprecated John because he	4	deprecated	low	0	David	John	he
1526	763	unexpected	Mary deprecated John because he	4	deprecated	low	0	David	Mary	he
1527	764	expected	David deprecated John because he	4	deprecated	low	0	David	John	he
1528	764	unexpected	Sarah deprecated John because he	4	deprecated	low	0	David	Sarah	he
1529	765	expected	Mary deprecated Sarah because she	4	deprecated	low	0	Mary	Sarah	she
1530	765	unexpected	John deprecated Sarah because she	4	deprecated	low	0	Mary	John	she
1531	766	expected	Mary deprecated Sarah because she	4	deprecated	low	0	Mary	Sarah	she
1532	766	unexpected	David deprecated Sarah because she	4	deprecated	low	0	Mary	David	she
1533	767	expected	Sarah deprecated Mary because she	4	deprecated	low	0	Sarah	Mary	she
1534	767	unexpected	John deprecated Mary because she	4	deprecated	low	0	Sarah	John	she
1535	768	expected	Sarah deprecated Mary because she	4	deprecated	low	0	Sarah	Mary	she
1536	768	unexpected	David deprecated Mary because she	4	deprecated	low	0	Sarah	David	she
1537	769	expected	John derided David because he	4	derided	low	3	John	David	he
1538	769	unexpected	Mary derided David because he	4	derided	low	3	John	Mary	he
1539	770	expected	John derided David because he	4	derided	low	3	John	David	he
1540	770	unexpected	Sarah derided David because he	4	derided	low	3	John	Sarah	he
1541	771	expected	David derided John because he	4	derided	low	3	David	John	he
1542	771	unexpected	Mary derided John because he	4	derided	low	3	David	Mary	he
1543	772	expected	David derided John because he	4	derided	low	3	David	John	he
1544	772	unexpected	Sarah derided John because he	4	derided	low	3	David	Sarah	he
1545	773	expected	Mary derided Sarah because she	4	derided	low	3	Mary	Sarah	she
1546	773	unexpected	John derided Sarah because she	4	derided	low	3	Mary	John	she
1547	774	expected	Mary derided Sarah because she	4	derided	low	3	Mary	Sarah	she
1548	774	unexpected	David derided Sarah because she	4	derided	low	3	Mary	David	she
1549	775	expected	Sarah derided Mary because she	4	derided	low	3	Sarah	Mary	she
1550	775	unexpected	John derided Mary because she	4	derided	low	3	Sarah	John	she
1551	776	expected	Sarah derided Mary because she	4	derided	low	3	Sarah	Mary	she
1552	776	unexpected	David derided Mary because she	4	derided	low	3	Sarah	David	she
1553	777	expected	John deserted David because he	4	deserted	low	13	John	David	he
1554	777	unexpected	Mary deserted David because he	4	deserted	low	13	John	Mary	he
1555	778	expected	John deserted David because he	4	deserted	low	13	John	David	he
1556	778	unexpected	Sarah deserted David because he	4	deserted	low	13	John	Sarah	he
1557	779	expected	David deserted John because he	4	deserted	low	13	David	John	he
1558	779	unexpected	Mary deserted John because he	4	deserted	low	13	David	Mary	he
1559	780	expected	David deserted John because he	4	deserted	low	13	David	John	he
1560	780	unexpected	Sarah deserted John because he	4	deserted	low	13	David	Sarah	he
1561	781	expected	Mary deserted Sarah because she	4	deserted	low	13	Mary	Sarah	she
1562	781	unexpected	John deserted Sarah because she	4	deserted	low	13	Mary	John	she
1563	782	expected	Mary deserted Sarah because she	4	deserted	low	13	Mary	Sarah	she
1564	782	unexpected	David deserted Sarah because she	4	deserted	low	13	Mary	David	she
1565	783	expected	Sarah deserted Mary because she	4	deserted	low	13	Sarah	Mary	she
1566	783	unexpected	John deserted Mary because she	4	deserted	low	13	Sarah	John	she
1567	784	expected	Sarah deserted Mary because she	4	deserted	low	13	Sarah	Mary	she
1568	784	unexpected	David deserted Mary because she	4	deserted	low	13	Sarah	David	she
1569	785	expected	John despised David because he	4	despised	low	23	John	David	he
1570	785	unexpected	Mary despised David because he	4	despised	low	23	John	Mary	he
1571	786	expected	John despised David because he	4	despised	low	23	John	David	he
1572	786	unexpected	Sarah despised David because he	4	despised	low	23	John	Sarah	he
1573	787	expected	David despised John because he	4	despised	low	23	David	John	he
1574	787	unexpected	Mary despised John because he	4	despised	low	23	David	Mary	he
1575	788	expected	David despised John because he	4	despised	low	23	David	John	he
1576	788	unexpected	Sarah despised John because he	4	despised	low	23	David	Sarah	he
1577	789	expected	Mary despised Sarah because she	4	despised	low	23	Mary	Sarah	she
1578	789	unexpected	John despised Sarah because she	4	despised	low	23	Mary	John	she
1579	790	expected	Mary despised Sarah because she	4	despised	low	23	Mary	Sarah	she
1580	790	unexpected	David despised Sarah because she	4	despised	low	23	Mary	David	she
1581	791	expected	Sarah despised Mary because she	4	despised	low	23	Sarah	Mary	she
1582	791	unexpected	John despised Mary because she	4	despised	low	23	Sarah	John	she
1583	792	expected	Sarah despised Mary because she	4	despised	low	23	Sarah	Mary	she
1584	792	unexpected	David despised Mary because she	4	despised	low	23	Sarah	David	she
1585	793	expected	John detested David because he	4	detested	low	10	John	David	he
1586	793	unexpected	Mary detested David because he	4	detested	low	10	John	Mary	he
1587	794	expected	John detested David because he	4	detested	low	10	John	David	he
1588	794	unexpected	Sarah detested David because he	4	detested	low	10	John	Sarah	he
1589	795	expected	David detested John because he	4	detested	low	10	David	John	he
1590	795	unexpected	Mary detested John because he	4	detested	low	10	David	Mary	he
1591	796	expected	David detested John because he	4	detested	low	10	David	John	he
1592	796	unexpected	Sarah detested John because he	4	detested	low	10	David	Sarah	he
1593	797	expected	Mary detested Sarah because she	4	detested	low	10	Mary	Sarah	she
1594	797	unexpected	John detested Sarah because she	4	detested	low	10	Mary	John	she
1595	798	expected	Mary detested Sarah because she	4	detested	low	10	Mary	Sarah	she
1596	798	unexpected	David detested Sarah because she	4	detested	low	10	Mary	David	she
1597	799	expected	Sarah detested Mary because she	4	detested	low	10	Sarah	Mary	she
1598	799	unexpected	John detested Mary because she	4	detested	low	10	Sarah	John	she
1599	800	expected	Sarah detested Mary because she	4	detested	low	10	Sarah	Mary	she
1600	800	unexpected	David detested Mary because she	4	detested	low	10	Sarah	David	she
1601	801	expected	John disappointed David because he	4	disappointed	low	3	John	David	he
1602	801	unexpected	Mary disappointed David because he	4	disappointed	low	3	John	Mary	he
1603	802	expected	John disappointed David because he	4	disappointed	low	3	John	David	he
1604	802	unexpected	Sarah disappointed David because he	4	disappointed	low	3	John	Sarah	he
1605	803	expected	David disappointed John because he	4	disappointed	low	3	David	John	he
1606	803	unexpected	Mary disappointed John because he	4	disappointed	low	3	David	Mary	he
1607	804	expected	David disappointed John because he	4	disappointed	low	3	David	John	he
1608	804	unexpected	Sarah disappointed John because he	4	disappointed	low	3	David	Sarah	he
1609	805	expected	Mary disappointed Sarah because she	4	disappointed	low	3	Mary	Sarah	she
1610	805	unexpected	John disappointed Sarah because she	4	disappointed	low	3	Mary	John	she
1611	806	expected	Mary disappointed Sarah because she	4	disappointed	low	3	Mary	Sarah	she
1612	806	unexpected	David disappointed Sarah because she	4	disappointed	low	3	Mary	David	she
1613	807	expected	Sarah disappointed Mary because she	4	disappointed	low	3	Sarah	Mary	she
1614	807	unexpected	John disappointed Mary because she	4	disappointed	low	3	Sarah	John	she
1615	808	expected	Sarah disappointed Mary because she	4	disappointed	low	3	Sarah	Mary	she
1616	808	unexpected	David disappointed Mary because she	4	disappointed	low	3	Sarah	David	she
1617	809	expected	John discouraged David because he	4	discouraged	high	666	John	David	he
1618	809	unexpected	Mary discouraged David because he	4	discouraged	high	666	John	Mary	he
1619	810	expected	John discouraged David because he	4	discouraged	high	666	John	David	he
1620	810	unexpected	Sarah discouraged David because he	4	discouraged	high	666	John	Sarah	he
1621	811	expected	David discouraged John because he	4	discouraged	high	666	David	John	he
1622	811	unexpected	Mary discouraged John because he	4	discouraged	high	666	David	Mary	he
1623	812	expected	David discouraged John because he	4	discouraged	high	666	David	John	he
1624	812	unexpected	Sarah discouraged John because he	4	discouraged	high	666	David	Sarah	he
1625	813	expected	Mary discouraged Sarah because she	4	discouraged	high	666	Mary	Sarah	she
1626	813	unexpected	John discouraged Sarah because she	4	discouraged	high	666	Mary	John	she
1627	814	expected	Mary discouraged Sarah because she	4	discouraged	high	666	Mary	Sarah	she
1628	814	unexpected	David discouraged Sarah because she	4	discouraged	high	666	Mary	David	she
1629	815	expected	Sarah discouraged Mary because she	4	discouraged	high	666	Sarah	Mary	she
1630	815	unexpected	John discouraged Mary because she	4	discouraged	high	666	Sarah	John	she
1631	816	expected	Sarah discouraged Mary because she	4	discouraged	high	666	Sarah	Mary	she
1632	816	unexpected	David discouraged Mary because she	4	discouraged	high	666	Sarah	David	she
1633	817	expected	John disdained David because he	4	disdained	high	55	John	David	he
1634	817	unexpected	Mary disdained David because he	4	disdained	high	55	John	Mary	he
1635	818	expected	John disdained David because he	4	disdained	high	55	John	David	he
1636	818	unexpected	Sarah disdained David because he	4	disdained	high	55	John	Sarah	he
1637	819	expected	David disdained John because he	4	disdained	high	55	David	John	he
1638	819	unexpected	Mary disdained John because he	4	disdained	high	55	David	Mary	he
1639	820	expected	David disdained John because he	4	disdained	high	55	David	John	he
1640	820	unexpected	Sarah disdained John because he	4	disdained	high	55	David	Sarah	he
